pid,name,age,height,weight,gp,pts,reb,ast,net_rating,season
4153,Jordan Bell,26,203.2,97.975872,6,2.5,4,1.2,-17,2020-21
4156,Jordan Bone,23,187.96,81.64656,14,4,1.7,1.3,-14.3,2020-21
4799,Richaun Holmes,27,208.28,106.59412,61,14.2,8.3,1.7,0.3,2020-21
4802,Ricky Rubio,30,190.5,86.18248,68,8.6,3.3,6.4,-5,2020-21
4806,Robert Covington,30,200.66,94.800728,70,8.5,6.7,1.7,4.8,2020-21
4809,Robert Franks,24,200.66,102.0582,7,6.1,2,0.7,-14.4,2020-21
4812,Robert Williams III,23,203.2,107.501304,52,8,6.9,1.8,0.4,2020-21
4815,Robert Woodard II,21,198.12,106.59412,13,1.5,1.2,0.2,6.6,2020-21
4819,Robin Lopez,33,213.36,127.459352,71,9,3.8,0.8,-1.1,2020-21
4822,Rodions Kurucs,23,205.74,103.418976,21,1.5,1.1,0.5,-0.3,2020-21
4825,Rodney Hood,28,203.2,94.347136,55,4.5,1.9,1,-6.6,2020-21
4828,Rodney McGruder,29,193.04,92.98636,16,5.7,1.4,1,-4,2020-21
4832,Romeo Langford,21,193.04,97.975872,18,3.1,1.9,0.7,-10.1,2020-21
4835,Rondae Hollis-Jefferson,26,198.12,98.429464,11,2.5,2.4,1.2,-1.1,2020-21
4838,Royce O'Neale,28,193.04,102.511792,71,7,6.8,2.5,10.4,2020-21
4842,Rudy Gay,34,203.2,113.398,63,11.4,4.8,1.4,4.5,2020-21
4845,Rudy Gobert,29,215.9,117.026736,71,14.3,13.5,1.3,15.9,2020-21
4848,Rui Hachimura,23,203.2,104.32616,57,13.8,5.5,1.4,-2.8,2020-21
4851,Russell Westbrook,32,190.5,90.7184,65,22.2,11.5,11.7,-1.2,2020-21
4858,Ryan Arcidiacono,27,190.5,88.45044,44,3.1,1.5,1.3,0,2020-21
4864,Saben Lee,22,187.96,83.007336,48,5.6,2,3.6,-6.3,2020-21
4868,Saddiq Bey,22,200.66,97.52228,70,12.2,4.5,1.4,-5.6,2020-21
4871,Sam Merrill,25,193.04,92.98636,30,3,1,0.7,-8.5,2020-21
4874,Sean McDermott,24,198.12,88.45044,18,2.2,1.1,0.2,-17.7,2020-21
4877,Sekou Doumbouya,20,203.2,104.32616,56,5.1,2.6,0.8,-6.9,2020-21
4881,Semi Ojeleye,26,198.12,108.86208,56,4.6,2.6,0.7,-0.2,2020-21
4884,Serge Ibaka,31,208.28,106.59412,41,11.1,6.7,1.8,7.4,2020-21
4887,Seth Curry,30,187.96,83.91452,57,12.5,2.4,2.7,8.2,2020-21
4894,Shai Gilgeous-Alexander,22,198.12,81.64656,35,23.7,4.7,5.9,-7.7,2020-21
4897,Shake Milton,24,195.58,92.98636,63,13,2.3,3.1,4.3,2020-21
4904,Shaquille Harrison,27,200.66,86.18248,34,2.1,1.4,0.7,-10.1,2020-21
4796,Reggie Perry,21,203.2,113.398,26,3,2.8,0.5,-7.3,2020-21
4793,Reggie Jackson,31,187.96,94.347136,67,10.7,2.9,3.1,7.4,2020-21
4789,Reggie Bullock,30,198.12,92.98636,65,10.9,3.4,1.5,2.5,2020-21
4786,Rayjon Tucker,23,190.5,94.800728,14,2.4,0.8,0.4,-5.2,2020-21
4685,Norman Powell,28,190.5,97.52228,69,18.6,3.1,1.9,1.8,2020-21
4688,Norvel Pelle,28,208.28,104.779752,13,1.5,1.5,0.2,12.2,2020-21
4691,OG Anunoby,23,200.66,105.233344,43,15.9,5.5,2.2,3.3,2020-21
4695,Obi Toppin,23,205.74,99.79024,62,4.1,2.2,0.5,2.7,2020-21
4701,Onyeka Okongwu,20,203.2,106.59412,50,4.6,3.3,0.4,-6.3,2020-21
4704,Oshae Brissett,23,200.66,95.25432,21,10.9,5.5,0.9,6,2020-21
4708,Otto Porter Jr.,28,203.2,89.811216,28,9.7,5.4,2,-3,2020-21
4711,P.J. Tucker,36,195.58,111.13004,52,3.7,3.9,1.2,-5.5,2020-21
4714,P.J. Washington,22,200.66,104.32616,64,12.9,6.5,2.5,0.6,2020-21
4717,PJ Dozier,24,198.12,92.98636,50,7.7,3.6,1.8,9.5,2020-21
4721,Pascal Siakam,27,205.74,104.32616,56,21.4,7.2,4.5,3,2020-21
4724,Pat Connaughton,28,195.58,94.800728,69,6.8,4.8,1.2,6.9,2020-21
4727,Patrick Beverley,32,185.42,81.64656,37,7.5,3.2,2.1,9,2020-21
4731,Patrick McCaw,25,200.66,82.100152,5,1,0.6,0.8,-33,2020-21
4907,Sindarius Thornwell,26,193.04,97.52228,21,2,0.9,1,-2,2020-21
4734,Patrick Patterson,32,203.2,106.59412,38,5.2,2,0.8,2.1,2020-21
4740,Patty Mills,32,185.42,81.64656,68,10.8,1.7,2.4,1.4,2020-21
4744,Paul George,31,203.2,99.79024,54,23.3,6.6,5.2,11.3,2020-21
4747,Paul Millsap,36,200.66,116.573144,56,9,4.7,1.8,4.7,2020-21
4750,Paul Reed,22,205.74,95.25432,26,3.4,2.3,0.5,11.2,2020-21
4753,Paul Watson,26,198.12,95.25432,27,4.1,1.7,0.6,-1.7,2020-21
4757,Payton Pritchard,23,185.42,88.45044,66,7.7,2.4,1.8,0.6,2020-21
4760,Precious Achiuwa,21,203.2,102.0582,61,5,3.4,0.5,-7.2,2020-21
4763,Quinn Cook,28,185.42,81.64656,23,3.3,0.7,0.8,-3.9,2020-21
4766,Quinndary Weatherspoon,24,190.5,92.98636,20,2.3,0.6,0.4,-22.6,2020-21
4770,R.J. Hampton,20,193.04,79.3786,51,6.9,3.5,1.7,-14.2,2020-21
4773,RJ Barrett,21,198.12,97.068688,72,17.6,5.8,3,2.7,2020-21
4776,Rajon Rondo,35,185.42,81.64656,45,5.4,2.4,4.4,1,2020-21
4780,Raul Neto,29,185.42,81.64656,64,8.7,2.4,2.3,-1,2020-21
4783,Ray Spalding,24,205.74,102.0582,2,2,2,0,-15.9,2020-21
4737,Patrick Williams,19,200.66,97.52228,71,9.2,4.6,1.4,-7.1,2020-21
4682,Noah Vonleh,25,208.28,116.573144,4,0,0.3,0.3,-63.2,2020-21
4913,Skylar Mays,23,193.04,92.98636,33,3.8,1.1,0.9,1.4,2020-21
4920,Spencer Dinwiddie,28,195.58,97.52228,3,6.7,4.3,3,29.8,2020-21
5044,Trent Forrest,23,193.04,95.25432,30,2.9,1.5,1.5,-7.7,2020-21
5051,Trevor Ariza,36,203.2,97.52228,30,9.4,4.8,1.8,2.8,2020-21
5054,Trey Burke,28,182.88,83.91452,62,6.6,0.9,1.3,1.3,2020-21
5057,Trey Lyles,25,205.74,106.140528,23,5,3.7,0.6,-14.5,2020-21
5060,Tristan Thompson,30,205.74,115.212368,54,7.6,8.1,1.2,1,2020-21
5064,Troy Brown Jr.,21,198.12,97.52228,34,4.7,3.1,0.9,3.1,2020-21
5070,Ty Jerome,23,195.58,88.45044,33,10.7,2.8,3.6,-8.5,2020-21
5073,Ty-Shon Alexander,22,190.5,88.45044,15,0.6,0.7,0.4,-6,2020-21
5077,Tyler Bey,23,200.66,97.52228,18,1,1.1,0.2,-27,2020-21
5080,Tyler Cook,23,203.2,115.66596,32,4.9,3,0.5,-4.2,2020-21
5083,Tyler Herro,21,195.58,88.45044,54,15.1,5,3.4,-2.9,2020-21
5086,Tyler Johnson,29,190.5,84.368112,39,5.4,2,1.2,3.3,2020-21
5093,Tyrell Terry,20,187.96,72.57472,11,1,0.5,0.5,0,2020-21
5096,Tyrese Haliburton,21,195.58,83.91452,58,13,3,5.3,-5.6,2020-21
5100,Tyrese Maxey,20,187.96,90.7184,61,8,1.7,2,-1.6,2020-21
5109,Tyus Jones,25,182.88,88.904032,70,6.3,2,3.7,-2.8,2020-21
5113,Udoka Azubuike,21,208.28,127.00576,15,1.1,0.9,0,-54.5,2020-21
5116,Udonis Haslem,41,203.2,106.59412,1,4,1,0,66.7,2020-21
5119,Vernon Carey Jr.,20,205.74,122.46984,19,2.4,1.4,0.1,-3.2,2020-21
5126,Victor Oladipo,29,193.04,96.615096,33,19.8,4.8,4.6,-2.3,2020-21
5132,Vincent Poirier,27,213.36,106.59412,10,0.8,1.4,0.2,-19.4,2020-21
5135,Vlatko Cancar,24,203.2,107.047712,41,2.1,1.2,0.3,-17.5,2020-21
5139,Wayne Ellington,33,193.04,93.893544,46,9.6,1.8,1.5,-4.3,2020-21
5142,Wendell Carter Jr.,22,208.28,122.46984,54,11.2,8.2,1.9,-9,2020-21
5145,Wenyen Gabriel,24,205.74,92.98636,21,3.4,2.6,0.5,0.8,2020-21
5149,Wes Iwundu,26,198.12,88.45044,41,2.4,2.2,0.4,-6.6,2020-21
5152,Wesley Matthews,34,193.04,99.79024,58,4.8,1.6,0.9,1.9,2020-21
5155,Will Barton,30,198.12,82.100152,56,12.7,4,3.2,6,2020-21
5158,Will Magnay,23,208.28,106.140528,1,0,0,0,-148.2,2020-21
5041,Tremont Waters,23,177.8,79.3786,26,3.8,0.8,2.4,-2,2020-21
5037,Tre Jones,21,185.42,83.91452,37,2.5,0.6,1.1,-13.8,2020-21
5034,Trae Young,22,185.42,81.64656,63,25.3,3.9,9.4,5.2,2020-21
5031,Torrey Craig,30,200.66,100.243832,50,5.5,3.9,1,-3.7,2020-21
4923,Stanley Johnson,25,198.12,109.769264,61,4.4,2.5,1.5,-6.4,2020-21
4930,Stephen Curry,33,190.5,83.91452,63,32,5.5,5.8,4.6,2020-21
4933,Sterling Brown,26,195.58,99.336648,51,8.2,4.4,1.4,-5.4,2020-21
4936,Steven Adams,27,210.82,120.20188,58,7.6,8.9,1.9,-0.1,2020-21
4940,Svi Mykhailiuk,24,200.66,92.98636,66,8.5,2.5,1.7,-8.2,2020-21
4943,T.J. Leaf,24,208.28,100.697424,7,1.7,0.7,0.1,-24.8,2020-21
4946,T.J. McConnell,29,185.42,86.18248,69,8.6,3.7,6.6,2.5,2020-21
4949,T.J. Warren,27,203.2,99.79024,4,15.5,3.5,1.3,2.6,2020-21
4953,Tacko Fall,25,226.06,141.067112,19,2.5,2.7,0.2,6.3,2020-21
4956,Taj Gibson,36,205.74,105.233344,45,5.4,5.6,0.8,7.3,2020-21
4959,Talen Horton-Tucker,20,193.04,106.140528,65,9,2.6,2.8,1,2020-21
4966,Taurean Prince,27,200.66,98.883056,41,9.5,3.5,1.9,-6.1,2020-21
4969,Terance Mann,24,195.58,97.52228,67,7,3.6,1.6,2.7,2020-21
4972,Terence Davis,24,193.04,91.171992,61,8.7,2.5,1.4,-2.8,2020-21
4917,Solomon Hill,30,198.12,102.511792,71,4.5,3,1.1,1,2020-21
4975,Terrance Ferguson,23,198.12,86.18248,13,0.2,0.1,0.2,-17.8,2020-21
4982,Terry Rozier,27,185.42,86.18248,69,20.4,4.4,4.2,-2,2020-21
4989,Thaddeus Young,33,203.2,106.59412,68,12.1,6.2,4.3,4.1,2020-21
4992,Thanasis Antetokounmpo,28,198.12,99.336648,57,2.9,2.2,0.8,2.5,2020-21
4995,Theo Maledon,20,193.04,79.3786,65,10.1,3.2,3.5,-16.5,2020-21
4998,Theo Pinson,25,195.58,96.161504,17,0.1,0.3,0.1,-16,2020-21
5002,Thomas Bryant,23,208.28,112.490816,10,14.3,6.1,1.5,-2.1,2020-21
5005,Thon Maker,24,213.36,100.243832,8,3.8,2.3,0.5,-10.9,2020-21
5008,Tim Frazier,30,182.88,77.11064,5,1.6,1.6,3.2,7.8,2020-21
5011,Tim Hardaway Jr.,29,195.58,92.98636,70,16.6,3.3,1.8,2.1,2020-21
5015,Timothe Luwawu-Cabarrot,26,200.66,99.79024,58,6.4,2.2,1.2,-0.4,2020-21
5018,Tobias Harris,28,203.2,102.511792,62,19.5,6.8,3.5,7.2,2020-21
5021,Tomas Satoransky,29,200.66,95.25432,58,7.7,2.4,4.7,-0.8,2020-21
5024,Tony Bradley,23,208.28,112.490816,42,7.1,5.7,0.9,-1.8,2020-21
5028,Tony Snell,29,198.12,96.615096,47,5.3,2.4,1.3,2.2,2020-21
4979,Terrence Ross,30,198.12,93.439952,46,15.6,3.4,2.3,-8.8,2020-21
5168,Willy Hernangomez,27,210.82,113.398,47,7.8,7.1,1.1,0,2020-21
4678,Nikola Vucevic,30,210.82,117.93392,70,23.4,11.7,3.8,-7,2020-21
4668,Nicolo Melli,30,205.74,107.047712,45,3,2.7,1,1.1,2020-21
4293,Kenrich Williams,26,198.12,95.25432,66,8,4.1,2.3,-6.3,2020-21
4296,Kent Bazemore,31,193.04,88.45044,67,7.2,3.4,1.6,5.9,2020-21
4299,Kentavious Caldwell-Pope,28,195.58,92.532768,67,9.7,2.7,1.9,3.3,2020-21
4303,Kenyon Martin Jr.,20,198.12,97.52228,45,9.3,5.4,1.1,-11.5,2020-21
4306,Kevin Durant,32,208.28,108.86208,35,26.9,7.1,5.6,10.7,2020-21
4313,Kevin Huerter,22,200.66,86.18248,69,11.9,3.3,3.5,1.7,2020-21
4316,Kevin Knox II,21,200.66,97.52228,42,3.9,1.5,0.5,-3.5,2020-21
4319,Kevin Love,32,203.2,113.851592,25,12.2,7.4,2.5,-6.5,2020-21
4322,Kevin Porter Jr.,21,193.04,92.079176,26,16.6,3.8,6.3,-12.6,2020-21
4326,Kevon Looney,25,205.74,100.697424,61,4.1,5.3,2,6,2020-21
4329,Khem Birch,28,205.74,105.686936,67,7.2,5.8,1.3,-3.6,2020-21
4332,Khris Middleton,29,200.66,100.697424,68,20.4,6,5.4,6.2,2020-21
4335,Khyri Thomas,25,190.5,95.25432,5,16.4,3.6,5,7.3,2020-21
4339,Killian Hayes,19,195.58,88.45044,26,6.8,2.7,5.3,-10.1,2020-21
4342,Killian Tillie,23,205.74,99.79024,18,3.2,1.3,0.4,9.6,2020-21
4345,Kira Lewis Jr.,20,185.42,77.11064,54,6.4,1.3,2.3,0.8,2020-21
4348,Kostas Antetokounmpo,23,208.28,90.7184,15,0.8,1.3,0.1,22.1,2020-21
4352,Kris Dunn,27,190.5,92.98636,4,1.3,1.5,0.5,-31.4,2020-21
4355,Kristaps Porzingis,25,220.98,108.86208,43,20.1,8.9,1.6,0.7,2020-21
4365,Kyle Anderson,27,205.74,104.32616,69,12.4,5.7,3.6,1.6,2020-21
4368,Kyle Guy,23,185.42,75.749864,31,2.8,1.1,1,-4.2,2020-21
4375,Kyle Kuzma,25,208.28,100.243832,68,12.9,6.1,1.9,-0.6,2020-21
4378,Kyle Lowry,35,182.88,88.904032,46,17.2,5.4,7.3,-0.3,2020-21
4384,Kyrie Irving,29,187.96,88.45044,54,26.9,4.8,6,5.6,2020-21
4388,LaMarcus Aldridge,35,210.82,113.398,26,13.5,4.5,1.9,-2.8,2020-21
4391,LaMelo Ball,19,198.12,81.64656,51,15.7,5.9,6.1,-3.1,2020-21
4394,Lamar Stevens,23,198.12,104.32616,40,4.1,2.4,0.6,-10.4,2020-21
4401,Landry Shamet,24,193.04,86.18248,61,9.3,1.8,1.6,1.1,2020-21
4404,Langston Galloway,29,185.42,90.7184,40,4.8,1.1,0.7,3.2,2020-21
4290,Kendrick Nunn,25,187.96,86.18248,56,14.6,3.2,2.6,-0.4,2020-21
4286,Kemba Walker,31,182.88,83.460928,43,19.3,4,4.9,3.1,2020-21
4283,Kelly Oubre Jr.,25,200.66,92.079176,55,15.4,6,1.3,-4.6,2020-21
4280,Kelly Olynyk,30,210.82,108.86208,70,13.5,7,2.9,-2.5,2020-21
4159,Jordan Clarkson,29,193.04,87.996848,68,18.4,4,2.5,7.8,2020-21
4162,Jordan McLaughlin,25,180.34,83.91452,51,5,2.1,3.8,-6.3,2020-21
4169,Jordan Nwora,22,203.2,102.0582,30,5.7,2,0.2,-0.3,2020-21
4172,Jordan Poole,22,193.04,87.996848,51,12,1.8,1.9,0.7,2020-21
4179,Josh Green,20,195.58,90.7184,39,2.6,2,0.7,1.9,2020-21
4182,Josh Hall,20,205.74,86.18248,21,4.1,2.8,1.3,-13.2,2020-21
4185,Josh Hart,26,195.58,97.52228,47,9.2,8,2.3,-0.2,2020-21
4188,Josh Jackson,24,203.2,93.893544,62,13.4,4.1,2.3,-3.4,2020-21
4195,Josh Okogie,22,193.04,96.615096,59,5.4,2.6,1.1,-6.6,2020-21
4202,Josh Richardson,27,195.58,90.7184,59,12.1,3.3,2.6,-0.2,2020-21
4205,Jrue Holiday,31,190.5,92.98636,59,17.7,4.5,6.1,9.2,2020-21
4208,Juan Toscano-Anderson,28,198.12,94.800728,53,5.7,4.4,2.8,3.8,2020-21
4211,Juancho Hernangomez,25,205.74,97.068688,52,7.2,3.9,0.7,-4.9,2020-21
4215,Julius Randle,26,203.2,113.398,71,24.1,10.2,6,3,2020-21
4407,Larry Nance Jr.,28,200.66,111.13004,35,9.3,6.7,3.1,-5.6,2020-21
4221,Justin Holiday,32,198.12,81.64656,72,10.5,3.6,1.7,-0.6,2020-21
4228,Justin James,24,200.66,86.18248,36,3.9,0.8,0.6,-8.5,2020-21
4231,Justin Patton,24,210.82,109.315672,13,5.4,3.8,1.1,-14.1,2020-21
4234,Justin Robinson,23,185.42,88.45044,9,2.3,0.8,1,-22,2020-21
4241,Justise Winslow,25,198.12,100.697424,26,6.8,4.5,1.9,-6.1,2020-21
4244,Jusuf Nurkic,26,210.82,131.54168,37,11.5,9,3.4,6.9,2020-21
4247,Juwan Morgan,24,200.66,105.233344,29,1.2,1,0.3,-34.1,2020-21
4250,KZ Okpala,22,203.2,97.52228,37,2.5,1.8,0.5,-6.8,2020-21
4257,Karim Mane,21,190.5,86.18248,10,1.1,1.4,0.4,-12,2020-21
4260,Karl-Anthony Towns,25,210.82,112.490816,50,24.8,10.6,4.5,-0.1,2020-21
4264,Kawhi Leonard,30,200.66,102.0582,52,24.8,6.5,5.2,12.2,2020-21
4267,Keita Bates-Diop,25,203.2,103.872568,30,2.6,1.6,0.4,-7.7,2020-21
4270,Kelan Martin,25,195.58,104.32616,35,4.5,2.2,0.5,15.6,2020-21
4273,Keldon Johnson,21,195.58,99.79024,69,12.8,6,1.8,-3.8,2020-21
4277,Keljin Blevins,25,193.04,90.7184,17,0.7,0.6,0.2,-22.2,2020-21
4224,Justin Jackson,26,203.2,99.79024,34,7.2,2.3,1.5,-3,2020-21
4675,Nikola Jokic,26,210.82,128.820128,72,26.4,10.8,8.3,7.7,2020-21
4410,Lauri Markkanen,24,213.36,108.86208,51,13.6,5.3,0.9,-2.8,2020-21
4417,Lonnie Walker IV,22,193.04,92.532768,60,11.2,2.6,1.7,-6.3,2020-21
4571,Michael Porter Jr.,23,208.28,98.883056,61,19,7.3,1.1,8.3,2020-21
4574,Mikal Bridges,24,198.12,94.800728,72,13.5,4.3,2.1,7.4,2020-21
4577,Mike Conley,33,185.42,79.3786,51,16.2,3.5,6,16.7,2020-21
4580,Mike James,30,185.42,79.3786,13,7.7,2.5,4.2,4.1,2020-21
4584,Mike Muscala,29,208.28,108.86208,35,9.7,3.8,0.8,0.6,2020-21
4587,Mike Scott,32,200.66,107.501304,51,4.2,2.4,0.8,-0.2,2020-21
4590,Miles Bridges,23,198.12,102.0582,66,12.7,6,2.2,0.3,2020-21
4593,Mitchell Robinson,23,213.36,108.86208,31,8.3,8.1,0.5,-0.4,2020-21
4597,Miye Oni,23,195.58,93.439952,54,1.9,1.6,0.5,8.8,2020-21
4600,Mo Bamba,23,213.36,104.779752,46,8,5.8,0.8,-12.9,2020-21
4603,Monte Morris,26,187.96,83.007336,47,10.2,2,3.2,6.2,2020-21
4606,Montrezl Harrell,27,200.66,108.86208,69,13.5,6.2,1.1,1.4,2020-21
4610,Moritz Wagner,24,210.82,111.13004,45,6.9,3.2,1.1,-7.9,2020-21
4613,Moses Brown,21,218.44,111.13004,43,8.6,8.9,0.2,-18.3,2020-21
4616,Mychal Mulder,27,190.5,83.460928,60,5.6,1,0.4,2.9,2020-21
4619,Myles Turner,25,210.82,113.398,47,12.6,6.5,1,1.3,2020-21
4623,Naji Marshall,23,200.66,99.79024,32,7.7,4.6,2.8,-1.5,2020-21
4626,Nassir Little,21,195.58,99.79024,48,4.6,2.7,0.5,-2.2,2020-21
4629,Nate Darling,22,198.12,90.7184,7,1.3,0.1,0.1,-54.3,2020-21
4633,Nate Hinton,22,195.58,95.25432,21,2,0.4,0.4,-28.2,2020-21
4636,Nathan Knight,23,208.28,114.758776,33,3.8,2.2,0.2,-4.3,2020-21
4642,Naz Reid,21,205.74,119.748288,70,11.2,4.6,1,-9.7,2020-21
4646,Nemanja Bjelica,33,208.28,106.140528,37,6.5,3.4,1.9,-6.7,2020-21
4649,Nerlens Noel,27,210.82,99.79024,64,5.1,6.4,0.7,0.7,2020-21
4652,Nick Richards,23,213.36,111.13004,18,0.8,0.6,0.1,-10.5,2020-21
4655,Nickeil Alexander-Walker,22,198.12,92.98636,46,11,3.1,2.2,-3.3,2020-21
4659,Nico Mannion,20,187.96,86.18248,30,4.1,1.5,2.3,-9.4,2020-21
4662,Nicolas Batum,32,203.2,104.32616,67,8.1,4.7,2.2,8.9,2020-21
4665,Nicolas Claxton,22,210.82,97.52228,32,6.6,5.2,0.9,12.3,2020-21
4561,Michael Carter-Williams,29,195.58,86.18248,31,8.8,4.5,4.2,-2.5,2020-21
4557,Mfiondu Kabengele,23,205.74,113.398,39,2.4,1.5,0.4,-14.2,2020-21
4554,Meyers Leonard,29,213.36,117.93392,3,3.3,2.3,0.7,-1.4,2020-21
4548,Maxi Kleber,29,208.28,108.86208,50,7.1,5.2,1.4,4.6,2020-21
4420,Lonzo Ball,23,198.12,86.18248,55,14.6,4.8,5.7,0.5,2020-21
4424,Lou Williams,34,185.42,79.3786,66,11.3,2.1,3.4,1.8,2020-21
4427,Louis King,22,200.66,92.98636,6,7.3,3,1.5,-3.3,2020-21
4433,Luguentz Dort,22,190.5,97.52228,52,14,3.6,1.7,-7.2,2020-21
4437,Luka Doncic,22,200.66,104.32616,66,27.7,8,8.6,3.9,2020-21
4440,Luka Samanic,21,208.28,102.965384,33,3.7,2.1,0.5,-2,2020-21
4443,Luke Kennard,25,195.58,93.439952,63,8.3,2.6,1.7,-0.4,2020-21
4446,Luke Kornet,25,218.44,113.398,31,3.4,2.2,0.8,5.8,2020-21
4450,Malachi Flynn,23,185.42,79.3786,47,7.5,2.5,2.9,-5.6,2020-21
4453,Malcolm Brogdon,28,195.58,103.872568,56,21.2,5.3,5.9,-0.5,2020-21
4459,Malik Beasley,24,193.04,84.821704,37,19.6,4.4,2.4,-7.2,2020-21
4463,Malik Fitts,23,203.2,104.32616,3,1,1,0,-27.3,2020-21
4466,Malik Monk,23,190.5,90.7184,42,11.7,2.4,2.1,0.8,2020-21
4473,Mamadi Diakite,24,205.74,103.418976,14,3.1,2.4,0.6,3.8,2020-21
4414,LeBron James,36,205.74,113.398,45,25,7.7,7.8,9.2,2020-21
4476,Marc Gasol,36,210.82,115.66596,52,5,4.1,2.1,4.3,2020-21
4486,Marcus Smart,27,190.5,99.79024,48,13.1,3.5,5.7,2.8,2020-21
4495,Markelle Fultz,23,190.5,94.800728,8,12.9,3.1,5.4,-6.5,2020-21
4499,Markieff Morris,31,205.74,111.13004,61,6.7,4.4,1.2,0.8,2020-21
4505,Markus Howard,22,177.8,79.3786,37,2.8,0.6,0.5,-17,2020-21
4508,Marques Bolden,23,208.28,112.944408,6,1.2,1,0,12.3,2020-21
4512,Marquese Chriss,23,205.74,108.86208,2,6.5,6.5,1,-40.3,2020-21
4515,Marvin Bagley III,22,210.82,106.59412,43,14.1,7.4,1,-3.7,2020-21
4522,Mason Jones,22,193.04,90.7184,32,5.3,1.7,1.3,-9.9,2020-21
4525,Mason Plumlee,31,210.82,115.212368,56,10.4,9.3,3.6,-4.9,2020-21
4528,Matisse Thybulle,24,195.58,91.171992,65,3.9,1.9,1,4.6,2020-21
4535,Matt Thomas,26,193.04,86.18248,45,3.1,1,0.4,-9.3,2020-21
4538,Matthew Dellavedova,30,190.5,90.7184,13,2.8,1.8,4.5,-3.1,2020-21
4541,Maurice Harkless,28,200.66,99.79024,37,5.2,2.4,1.2,-2.9,2020-21
4544,Max Strus,25,195.58,97.52228,39,6.1,1.1,0.6,-4.2,2020-21
4482,Marcus Morris Sr.,31,203.2,98.883056,57,13.4,4.1,1,4.2,2020-21
3137,Aaron Gordon,25,203.2,106.59412,50,12.4,5.7,3.2,2.1,2020-21
