pid,name,team,age,height,weight,gp,pts,reb,ast,net rating,season
4842,Rudy Gay,5292,33,203.2,113.398,67,10.8,5.4,1.7,0.2,2019-20
4845,Rudy Gobert,5299,28,215.9,117.026736,68,15.1,13.5,1.5,6.2,2019-20
4848,Rui Hachimura,5302,22,203.2,104.32616,48,13.5,6.1,1.8,-8.2,2019-20
4851,Russell Westbrook,5240,31,190.5,90.7184,57,27.2,7.9,7,3.1,2019-20
4855,Ryan Anderson,5240,32,205.74,108.86208,2,2.5,3.5,1,21.2,2019-20
4858,Ryan Arcidiacono,5220,26,190.5,88.45044,58,4.5,1.9,1.7,-4,2019-20
4861,Ryan Broekhoff,5279,29,198.12,97.52228,17,4.2,2.5,0.6,2.1,2019-20
4877,Sekou Doumbouya,5233,19,203.2,104.32616,38,6.4,3.1,0.5,-10.8,2019-20
4881,Semi Ojeleye,5214,25,198.12,108.86208,69,3.4,2.1,0.5,-1.5,2019-20
4884,Serge Ibaka,5295,30,213.36,106.59412,55,15.4,8.2,1.4,3.1,2019-20
4887,Seth Curry,5227,29,187.96,83.91452,64,12.4,2.3,1.9,3.4,2019-20
4891,Shabazz Napier,5302,28,182.88,79.3786,56,10.3,2.8,4.7,-3.6,2019-20
4894,Shai Gilgeous-Alexander,5273,21,195.58,81.64656,70,19,5.9,3.3,3.5,2019-20
4897,Shake Milton,5279,23,195.58,92.98636,40,9.4,2.2,2.6,0.1,2019-20
4900,Shamorie Ponds,5295,22,182.88,79.3786,4,2.3,0.3,0.5,-5.5,2019-20
4904,Shaquille Harrison,5220,26,200.66,86.18248,43,4.9,2,1.1,6.8,2019-20
4907,Sindarius Thornwell,5266,25,193.04,97.52228,2,8,2,2,-7.4,2019-20
4910,Skal Labissiere,5207,24,208.28,106.59412,33,5.8,5.1,1.3,1.3,2019-20
4917,Solomon Hill,5256,29,198.12,102.511792,59,5.5,2.8,1.8,-2.1,2019-20
4920,Spencer Dinwiddie,5211,27,195.58,97.52228,64,20.6,3.5,6.8,1.1,2019-20
4923,Stanley Johnson,5295,24,198.12,109.769264,25,2.4,1.5,0.8,4.8,2019-20
4926,Stanton Kidd,5299,28,198.12,97.975872,4,0,0.8,0.3,2.3,2019-20
4930,Stephen Curry,5237,32,190.5,83.91452,5,20.8,5.2,6.6,-15.3,2019-20
4933,Sterling Brown,5260,25,195.58,99.336648,52,5.1,3.5,1,2.4,2019-20
4936,Steven Adams,5273,26,210.82,120.20188,63,10.9,9.3,2.3,4.4,2019-20
4940,Svi Mykhailiuk,5233,23,200.66,92.98636,56,9,1.9,1.9,-0.6,2019-20
4943,T.J. Leaf,5243,23,208.28,100.697424,28,3,2.5,0.3,0.2,2019-20
4832,Romeo Langford,5214,20,193.04,97.975872,32,2.5,1.3,0.4,8.9,2019-20
4946,T.J. McConnell,5243,28,185.42,86.18248,71,6.5,2.7,5,1.1,2019-20
4828,Rodney McGruder,5246,28,193.04,92.98636,56,3.3,2.7,0.6,0.8,2019-20
4822,Rodions Kurucs,5211,22,205.74,103.418976,47,4.6,2.9,1.1,-1.4,2019-20
4691,OG Anunoby,5295,22,200.66,105.233344,69,10.6,5.3,1.6,6.2,2019-20
4698,Omari Spellman,5263,22,203.2,111.13004,49,7.6,4.5,1,-8.5,2019-20
4704,Oshae Brissett,5295,22,200.66,95.25432,19,1.9,1.4,0.4,11.6,2019-20
4708,Otto Porter Jr.,5220,27,203.2,89.811216,14,11.9,3.4,1.8,3.2,2019-20
4711,P.J. Tucker,5240,35,195.58,111.13004,72,6.9,6.6,1.6,3,2019-20
4714,P.J. Washington,5217,21,200.66,104.32616,58,12.2,5.4,2.1,-6.3,2019-20
4717,PJ Dozier,5230,23,198.12,92.98636,29,5.8,1.9,2.2,-5.7,2019-20
4721,Pascal Siakam,5295,26,205.74,104.32616,60,22.9,7.3,3.5,8.8,2019-20
4724,Pat Connaughton,5260,27,195.58,94.800728,67,5.4,4.2,1.6,3.5,2019-20
4727,Patrick Beverley,5246,31,185.42,81.64656,51,7.9,5.2,3.6,10.2,2019-20
4731,Patrick McCaw,5295,24,200.66,82.100152,37,4.6,2.3,2.1,0.6,2019-20
4734,Patrick Patterson,5246,31,203.2,106.59412,59,4.9,2.6,0.7,2.5,2019-20
4740,Patty Mills,5292,31,185.42,81.64656,66,11.6,1.6,1.8,4.1,2019-20
4744,Paul George,5246,30,203.2,99.79024,48,21.5,5.7,3.9,8.7,2019-20
4747,Paul Millsap,5230,35,200.66,116.573144,51,11.6,5.7,1.6,9.3,2019-20
4753,Paul Watson,5295,25,198.12,95.25432,10,3.1,1.7,0.8,16.3,2019-20
4763,Quinn Cook,5250,27,185.42,81.64656,44,5.1,1.2,1.1,4.5,2019-20
4766,Quinndary Weatherspoon,5292,23,190.5,92.98636,11,1.1,0.6,1,-13.7,2019-20
4773,RJ Barrett,5269,20,198.12,97.068688,56,14.3,5,2.6,-9.1,2019-20
4776,Rajon Rondo,5250,34,185.42,81.64656,48,7.1,3,5,1.4,2019-20
4780,Raul Neto,5279,28,185.42,81.64656,54,5.1,1.1,1.8,2.8,2019-20
4786,Rayjon Tucker,5299,22,190.5,94.800728,20,3.1,1,0.3,-6.9,2019-20
4789,Reggie Bullock,5269,29,198.12,92.98636,29,8.1,2.3,1.4,-5.8,2019-20
4793,Reggie Jackson,5246,30,190.5,94.347136,31,11.9,3,4.1,6.7,2019-20
4799,Richaun Holmes,5289,26,208.28,106.59412,44,12.3,8.1,1,1.2,2019-20
4802,Ricky Rubio,5282,29,190.5,86.18248,65,13,4.7,8.8,4,2019-20
4806,Robert Covington,5240,29,200.66,94.800728,70,12.4,6.6,1.3,0.9,2019-20
4812,Robert Williams III,5214,22,203.2,107.501304,29,5.2,4.4,0.9,6.1,2019-20
4819,Robin Lopez,5260,32,213.36,127.459352,66,5.4,2.4,0.7,0.6,2019-20
4825,Rodney Hood,5286,27,203.2,94.347136,21,11,3.4,1.5,0.6,2019-20
4949,T.J. Warren,5243,26,203.2,99.79024,67,19.8,4.2,1.5,2.7,2019-20
4953,Tacko Fall,5214,24,226.06,141.067112,7,3.3,2.1,0.1,12.7,2019-20
4956,Taj Gibson,5269,35,205.74,105.233344,62,6.1,4.3,0.8,-12.5,2019-20
5086,Tyler Johnson,5211,28,190.5,84.368112,39,7,1.9,1.9,-5.7,2019-20
5090,Tyler Zeller,5292,30,210.82,113.398,2,1,2,0,33.3,2019-20
5103,Tyrone Wallace,5207,26,195.58,89.811216,14,2.9,1.6,0.9,-8.3,2019-20
5106,Tyson Chandler,5240,37,213.36,106.59412,26,1.3,2.5,0.2,5.7,2019-20
5109,Tyus Jones,5253,24,182.88,88.904032,65,7.4,1.6,4.4,-2.3,2019-20
5116,Udonis Haslem,5256,40,203.2,106.59412,4,3,4,0.3,-20.2,2019-20
5122,Vic Law,5276,24,200.66,91.171992,8,1.9,1.4,0.4,-9.7,2019-20
5126,Victor Oladipo,5243,28,193.04,96.615096,19,14.5,3.9,2.9,-1.1,2019-20
5129,Vince Carter,5207,43,198.12,99.79024,60,5,2.1,0.8,-8.1,2019-20
5132,Vincent Poirier,5214,26,213.36,106.59412,22,1.9,2,0.4,-6.5,2019-20
5135,Vlatko Cancar,5230,23,203.2,107.047712,14,1.2,0.7,0.2,-6,2019-20
5139,Wayne Ellington,5269,32,193.04,93.893544,36,5.1,1.8,1.2,-3.1,2019-20
5142,Wendell Carter Jr.,5220,21,205.74,122.46984,43,11.3,9.4,1.2,-0.5,2019-20
5145,Wenyen Gabriel,5286,23,205.74,92.98636,30,2.1,1.7,0.3,-7.2,2019-20
5149,Wes Iwundu,5276,25,198.12,88.45044,52,5.8,2.5,1.2,-0.5,2019-20
5152,Wesley Matthews,5260,33,193.04,99.79024,67,7.4,2.5,1.4,12.2,2019-20
5155,Will Barton,5230,29,195.58,82.100152,58,15.1,6.3,3.7,5.8,2019-20
5162,William Howard,5240,26,203.2,93.893544,2,0,1,0.5,-51.3,2019-20
5165,Willie Cauley-Stein,5227,26,213.36,108.86208,54,7.2,5.8,1.3,-5.5,2019-20
5168,Willy Hernangomez,5217,26,210.82,113.398,31,6.1,4.3,0.9,-2.6,2019-20
5171,Wilson Chandler,5211,33,203.2,106.59412,35,5.9,4.1,1.1,-6.4,2019-20
5178,Yogi Ferrell,5289,27,182.88,80.739376,50,4.4,1,1.4,-1.8,2019-20
5181,Yuta Watanabe,5253,25,203.2,97.52228,18,2,1.1,0.3,4,2019-20
5184,Zach Collins,5286,22,210.82,113.398,11,7,6.3,1.5,6.5,2019-20
5188,Zach LaVine,5220,25,198.12,90.7184,60,25.5,4.8,4.2,-4.4,2019-20
5191,Zach Norvell Jr.,5237,22,195.58,92.98636,5,2,1.2,0.6,-32.3,2019-20
5198,Zhaire Smith,5279,21,190.5,92.98636,7,1.1,0.3,0.3,-12.3,2019-20
5201,Zion Williamson,5266,19,198.12,128.820128,24,22.5,6.3,2.1,5.1,2019-20
5204,Zylan Cheatham,5266,24,195.58,99.79024,4,3,2.3,0.8,-23.9,2019-20
5083,Tyler Herro,5256,20,195.58,88.45044,55,13.5,4.1,2.2,-1.7,2019-20
5080,Tyler Cook,5230,22,203.2,115.66596,13,1.8,1.1,0.1,-9.8,2019-20
5070,Ty Jerome,5282,22,195.58,88.45044,31,3.3,1.5,1.4,-13.5,2019-20
5067,Troy Daniels,5230,28,193.04,90.7184,47,4.3,1.1,0.4,0.4,2019-20
4959,Talen Horton-Tucker,5250,19,193.04,106.140528,6,5.7,1.2,1,-9.5,2019-20
4962,Tariq Owens,5282,25,208.28,92.98636,3,1.3,1,0,-43.4,2019-20
4966,Taurean Prince,5211,26,200.66,98.883056,64,12.1,6,1.8,1.3,2019-20
4969,Terance Mann,5246,23,195.58,97.52228,41,2.4,1.3,1.3,0.1,2019-20
4972,Terence Davis,5295,23,193.04,91.171992,72,7.5,3.3,1.6,7.9,2019-20
4975,Terrance Ferguson,5273,22,198.12,86.18248,56,3.9,1.3,0.9,-4,2019-20
4979,Terrence Ross,5276,29,198.12,93.439952,69,14.7,3.2,1.2,-2.5,2019-20
4982,Terry Rozier,5217,26,185.42,86.18248,63,18,4.4,4.1,-9,2019-20
4985,Thabo Sefolosha,5240,36,198.12,97.52228,41,2.2,2.3,0.6,3.9,2019-20
4989,Thaddeus Young,5220,32,203.2,106.59412,64,10.3,4.9,1.8,-6.2,2019-20
4992,Thanasis Antetokounmpo,5260,27,198.12,99.336648,20,2.8,1.2,0.8,-6.8,2019-20
4998,Theo Pinson,5269,24,195.58,96.161504,33,3.6,1.6,1.7,-4.6,2019-20
5002,Thomas Bryant,5302,22,208.28,112.490816,46,13.2,7.2,1.8,-6.6,2019-20
5005,Thon Maker,5233,23,213.36,100.243832,60,4.7,2.8,0.7,-8,2019-20
4175,Josh Gray,5266,26,182.88,81.64656,2,1,1,1,-14.9,2019-20
5008,Tim Frazier,5233,29,182.88,77.11064,27,3.6,1.2,3.4,-6.9,2019-20
5015,Timothe Luwawu-Cabarrot,5211,25,200.66,99.79024,47,7.8,2.7,0.6,-1.3,2019-20
5018,Tobias Harris,5279,27,203.2,102.511792,72,19.6,6.9,3.2,3.1,2019-20
5021,Tomas Satoransky,5220,28,200.66,95.25432,65,9.9,3.9,5.4,-1.5,2019-20
5024,Tony Bradley,5299,22,208.28,112.490816,58,4.9,4.6,0.4,0.1,2019-20
5028,Tony Snell,5233,28,198.12,96.615096,59,8,1.9,2.2,-5.5,2019-20
5031,Torrey Craig,5230,29,200.66,100.243832,58,5.4,3.3,0.8,-5.7,2019-20
5034,Trae Young,5207,21,185.42,81.64656,60,29.6,4.3,9.3,-4.9,2019-20
5041,Tremont Waters,5214,22,177.8,79.3786,11,3.6,1.1,1.5,8.4,2019-20
5047,Treveon Graham,5207,26,195.58,99.336648,55,4.4,2.7,0.8,-6.2,2019-20
5051,Trevor Ariza,5286,35,203.2,97.52228,53,8,4.6,1.7,-0.3,2019-20
5054,Trey Burke,5227,27,182.88,83.91452,33,7.4,1.5,2.5,2,2019-20
5057,Trey Lyles,5292,24,205.74,106.140528,63,6.4,5.7,1.1,-2.4,2019-20
5060,Tristan Thompson,5224,29,205.74,115.212368,57,12,10.1,2.1,-10.1,2019-20
5064,Troy Brown Jr.,5302,20,198.12,97.52228,69,10.4,5.6,2.6,-5.5,2019-20
5011,Tim Hardaway Jr.,5227,28,195.58,92.98636,71,15.8,3.3,1.9,5.9,2019-20
4685,Norman Powell,5295,27,190.5,97.52228,52,16,3.7,1.8,4.6,2019-20
4688,Norvel Pelle,5279,27,208.28,104.779752,24,2.4,3,0.3,-15.7,2019-20
4678,Nikola Vucevic,5276,29,210.82,117.93392,62,19.6,10.9,3.6,0.9,2019-20
4309,Kevin Hervey,5273,23,205.74,104.32616,10,1.7,1.2,0.5,-28.9,2019-20
4313,Kevin Huerter,5207,21,200.66,86.18248,56,12.2,4.1,3.8,-6.1,2019-20
4316,Kevin Knox II,5269,20,200.66,97.52228,65,6.4,2.8,0.9,-7.3,2019-20
4319,Kevin Love,5224,31,203.2,113.851592,56,17.6,9.8,3.2,-8,2019-20
4322,Kevin Porter Jr.,5224,20,193.04,92.079176,50,10,3.2,2.2,-11.2,2019-20
4326,Kevon Looney,5237,24,205.74,100.697424,20,3.4,3.3,1,-18.3,2019-20
4329,Khem Birch,5276,27,205.74,105.686936,48,4.4,4.6,1,-7.1,2019-20
4332,Khris Middleton,5260,28,200.66,100.697424,62,20.9,6.2,4.3,12.4,2019-20
4335,Khyri Thomas,5233,24,190.5,95.25432,8,2.1,0.1,0.4,-28.7,2019-20
4348,Kostas Antetokounmpo,5250,22,208.28,90.7184,5,1.4,0.6,0.4,19.6,2019-20
4352,Kris Dunn,5220,26,190.5,92.98636,51,7.3,3.6,3.4,-0.1,2019-20
4355,Kristaps Porzingis,5227,24,220.98,108.86208,57,20.4,9.5,1.8,6.9,2019-20
4358,Ky Bowman,5237,23,185.42,84.821704,45,7.4,2.7,2.9,-8.4,2019-20
4362,Kyle Alexander,5256,23,208.28,97.975872,2,1,1.5,0,-6.7,2019-20
4365,Kyle Anderson,5253,26,205.74,104.32616,67,5.8,4.3,2.4,-3,2019-20
4368,Kyle Guy,5289,22,185.42,75.749864,3,1.3,0.3,0.3,-45.8,2019-20
4371,Kyle Korver,5260,39,200.66,96.161504,58,6.7,2.1,1.2,5.4,2019-20
4375,Kyle Kuzma,5250,24,203.2,100.243832,61,12.8,4.5,1.3,4.9,2019-20
4378,Kyle Lowry,5295,34,182.88,88.904032,58,19.4,5,7.5,6,2019-20
4381,Kyle O'Quinn,5279,30,205.74,113.398,29,3.5,4,1.8,-4.9,2019-20
4384,Kyrie Irving,5211,28,187.96,88.45044,20,27.4,5.2,6.4,-0.4,2019-20
4388,LaMarcus Aldridge,5292,34,210.82,113.398,53,18.9,7.4,2.4,-3.2,2019-20
4397,Lance Thomas,5211,32,203.2,102.0582,7,3.4,1.9,0.9,-24.2,2019-20
4401,Landry Shamet,5246,23,193.04,86.18248,53,9.3,1.9,1.9,4.3,2019-20
4404,Langston Galloway,5233,28,185.42,90.7184,66,10.3,2.3,1.5,-4.4,2019-20
4407,Larry Nance Jr.,5224,27,200.66,111.13004,56,10.1,7.3,2.2,-5.1,2019-20
4410,Lauri Markkanen,5220,23,213.36,108.86208,50,14.7,6.3,1.5,-2,2019-20
4414,LeBron James,5250,35,205.74,113.398,67,25.3,7.8,10.2,8.5,2019-20
4682,Noah Vonleh,5230,24,208.28,116.573144,36,3.7,3.4,0.8,-5,2019-20
4299,Kentavious Caldwell-Pope,5250,27,195.58,92.532768,69,9.3,2.1,1.6,3.5,2019-20
4420,Lonzo Ball,5266,22,198.12,86.18248,63,11.8,6.1,7,-0.7,2019-20
4296,Kent Bazemore,5289,30,193.04,88.45044,68,8.8,4.3,1.4,0.8,2019-20
4290,Kendrick Nunn,5256,24,187.96,86.18248,67,15.3,2.7,3.3,1.2,2019-20
4188,Josh Jackson,5253,23,203.2,93.893544,22,9,3,1.6,2.5,2019-20
4192,Josh Magette,5276,30,185.42,72.57472,8,1.5,0.8,0.6,2.4,2019-20
4195,Josh Okogie,5263,21,193.04,96.615096,62,8.6,4.3,1.6,-4.7,2019-20
4198,Josh Reaves,5227,23,193.04,97.068688,4,2,0.8,0.8,15.5,2019-20
4202,Josh Richardson,5279,26,195.58,90.7184,55,13.7,3.2,2.9,3.3,2019-20
4205,Jrue Holiday,5266,30,190.5,92.98636,61,19.1,4.8,6.7,0.5,2019-20
4208,Juan Toscano-Anderson,5237,27,198.12,94.800728,13,5.3,4,2,-12,2019-20
4211,Juancho Hernangomez,5263,24,205.74,97.068688,48,6,4.1,0.8,-2.3,2019-20
4215,Julius Randle,5269,25,203.2,113.398,64,19.5,9.7,3.1,-5.9,2019-20
4218,Justin Anderson,5211,26,195.58,104.779752,10,2.8,2.1,0.8,-0.1,2019-20
4221,Justin Holiday,5243,31,198.12,81.64656,73,8.3,3.3,1.3,1.3,2019-20
4224,Justin Jackson,5227,25,200.66,99.79024,65,5.5,2.4,0.8,0.5,2019-20
4228,Justin James,5289,23,200.66,86.18248,36,2.5,0.9,0.5,-2.4,2019-20
4231,Justin Patton,5233,23,210.82,109.315672,5,1.8,1,0.4,-32,2019-20
4234,Justin Robinson,5302,22,185.42,88.45044,9,1.4,0.6,0.8,29.9,2019-20
4237,Justin Wright-Foreman,5299,22,182.88,86.18248,4,4.8,1.3,1.8,-32.5,2019-20
4241,Justise Winslow,5253,24,198.12,100.697424,11,11.3,6.6,4,6.4,2019-20
4244,Jusuf Nurkic,5286,25,213.36,131.54168,8,17.6,10.3,4,-0.5,2019-20
4247,Juwan Morgan,5299,23,200.66,105.233344,21,1.7,1.4,0.3,12,2019-20
4250,KZ Okpala,5256,21,203.2,97.52228,5,1.4,1,0.2,-31.7,2019-20
4254,Kadeem Allen,5269,27,185.42,90.7184,10,5,0.9,2.1,-10.1,2019-20
4260,Karl-Anthony Towns,5263,24,210.82,112.490816,35,26.5,10.8,4.4,-1.5,2019-20
4264,Kawhi Leonard,5246,29,200.66,102.0582,57,27.1,7.1,4.9,12.2,2019-20
4267,Keita Bates-Diop,5230,24,203.2,103.872568,44,6.5,2.9,0.7,-10.6,2019-20
4270,Kelan Martin,5263,24,195.58,104.32616,31,6.4,3.1,0.7,-1.7,2019-20
4273,Keldon Johnson,5292,20,195.58,99.79024,17,9.1,3.4,0.9,11.3,2019-20
4280,Kelly Olynyk,5256,29,210.82,108.86208,67,8.2,4.6,1.7,1.5,2019-20
4283,Kelly Oubre Jr.,5282,24,200.66,92.079176,56,18.7,6.4,1.5,0.2,2019-20
4286,Kemba Walker,5214,30,182.88,83.460928,56,20.4,3.9,4.8,7.1,2019-20
4293,Kenrich Williams,5266,25,198.12,95.25432,39,3.5,4.8,1.5,-1,2019-20
4424,Lou Williams,5246,33,185.42,79.3786,65,18.2,3.1,5.6,4,2019-20
4417,Lonnie Walker IV,5292,21,195.58,92.532768,61,6.4,2.3,1.1,-0.4,2019-20
4430,Luc Mbah a Moute,5240,33,203.2,104.32616,3,1.7,0.7,0,-11.3,2019-20
4427,Louis King,5233,21,200.66,92.98636,10,2,1,0.5,11,2019-20
4564,Michael Frazier II,5240,26,190.5,90.7184,13,2.1,0.8,0.2,-16,2019-20
4567,Michael Kidd-Gilchrist,5227,26,198.12,105.233344,25,2.4,2.7,0.6,4.2,2019-20
4571,Michael Porter Jr.,5230,22,208.28,98.883056,55,9.3,4.7,0.8,0.7,2019-20
4574,Mikal Bridges,5282,23,198.12,94.800728,73,9.1,4,1.8,2.9,2019-20
4577,Mike Conley,5299,32,185.42,79.3786,47,14.4,3.2,4.4,2.1,2019-20
4584,Mike Muscala,5273,28,208.28,108.86208,47,4.8,2.3,0.9,-2.3,2019-20
4587,Mike Scott,5279,31,200.66,107.501304,68,6,3.6,0.8,5.7,2019-20
4590,Miles Bridges,5217,22,198.12,102.0582,65,13,5.6,1.8,-9.7,2019-20
4593,Mitchell Robinson,5269,22,213.36,108.86208,61,9.7,7,0.6,-2.9,2019-20
4597,Miye Oni,5299,22,195.58,93.439952,10,3.5,1.7,0.4,-8.6,2019-20
4600,Mo Bamba,5276,22,213.36,104.779752,62,5.4,4.9,0.7,0.5,2019-20
4603,Monte Morris,5230,25,187.96,83.007336,73,9,1.9,3.5,0.8,2019-20
4606,Montrezl Harrell,5246,26,200.66,108.86208,63,18.6,7.1,1.7,6.5,2019-20
4610,Moritz Wagner,5302,23,210.82,111.13004,45,8.7,4.9,1.2,-4.2,2019-20
4613,Moses Brown,5286,20,218.44,111.13004,9,1.2,1.6,0.1,-50.9,2019-20
4616,Mychal Mulder,5237,26,190.5,83.460928,7,11,3.3,1.1,6.2,2019-20
4619,Myles Turner,5243,24,210.82,113.398,62,12.1,6.6,1.2,0.4,2019-20
4626,Nassir Little,5286,20,195.58,99.79024,48,3.6,2.3,0.5,-3.2,2019-20
4639,Naz Mitrou-Long,5243,26,190.5,98.883056,5,2.8,1.4,1.6,20.2,2019-20
4642,Naz Reid,5263,20,205.74,119.748288,30,9,4.1,1.2,0.7,2019-20
4646,Nemanja Bjelica,5289,32,208.28,106.140528,72,11.5,6.4,2.8,-1,2019-20
4649,Nerlens Noel,5273,26,208.28,99.79024,61,7.4,4.9,0.9,1.3,2019-20
4655,Nickeil Alexander-Walker,5266,21,195.58,92.98636,47,5.7,1.8,1.9,-3.6,2019-20
4662,Nicolas Batum,5217,31,205.74,104.32616,22,3.6,4.5,3,-3.3,2019-20
4665,Nicolas Claxton,5211,21,210.82,97.52228,15,4.4,2.9,1.1,-15.6,2019-20
4668,Nicolo Melli,5266,29,205.74,107.047712,60,6.6,3,1.4,-4.3,2019-20
4672,Nigel Williams-Goss,5299,25,187.96,86.18248,10,1.4,0.6,0.6,4.5,2019-20
4675,Nikola Jokic,5230,25,213.36,128.820128,73,19.9,9.7,7,4.5,2019-20
4557,Mfiondu Kabengele,5246,22,205.74,113.398,12,3.5,0.9,0.2,0.8,2019-20
4554,Meyers Leonard,5256,28,213.36,117.93392,51,6.1,5.1,1.1,4.5,2019-20
4561,Michael Carter-Williams,5276,28,195.58,86.18248,45,7.2,3.3,2.4,1.4,2019-20
4548,Maxi Kleber,5227,28,208.28,108.86208,74,9.1,5.2,1.2,3.4,2019-20
4433,Luguentz Dort,5273,21,190.5,97.52228,36,6.8,2.3,0.8,4.4,2019-20
4437,Luka Doncic,5227,21,200.66,104.32616,61,28.8,9.4,8.8,5.3,2019-20
4440,Luka Samanic,5292,20,208.28,102.965384,3,5.3,3.3,2,8.8,2019-20
4443,Luke Kennard,5233,24,195.58,93.439952,28,15.8,3.5,4.1,-2.1,2019-20
4446,Luke Kornet,5220,24,218.44,113.398,36,6,2.3,0.9,-3.6,2019-20
4453,Malcolm Brogdon,5243,27,195.58,103.872568,54,16.5,4.9,7.1,2.3,2019-20
4456,Malcolm Miller,5295,27,200.66,95.25432,28,1.3,0.6,0.4,15.9,2019-20
4459,Malik Beasley,5263,23,193.04,84.821704,55,11.2,2.7,1.4,-1.9,2019-20
4466,Malik Monk,5217,22,190.5,90.7184,55,10.3,2.9,2.1,-10.5,2019-20
4469,Malik Newman,5224,23,190.5,86.18248,1,2,0,0,-30.4,2019-20
4476,Marc Gasol,5295,35,210.82,115.66596,44,7.5,6.3,3.3,10.1,2019-20
4479,Marco Belinelli,5292,34,195.58,99.79024,57,6.3,1.7,1.2,1.5,2019-20
4551,Melvin Frazier Jr.,5276,23,195.58,97.52228,19,2.1,0.5,0.2,-15,2019-20
4486,Marcus Smart,5214,26,190.5,99.79024,60,12.9,3.8,4.9,7.3,2019-20
4489,Marial Shayok,5279,24,195.58,89.811216,4,2.8,1.8,0.3,-23.2,2019-20
4482,Marcus Morris Sr.,5246,30,203.2,98.883056,62,16.7,5,1.4,1.5,2019-20
4495,Markelle Fultz,5276,22,190.5,94.800728,72,12.1,3.3,5.1,-1.7,2019-20
4544,Max Strus,5220,24,195.58,97.52228,2,2.5,0.5,0,105.8,2019-20
4541,Maurice Harkless,5269,27,200.66,99.79024,62,5.8,3.9,1.1,1.2,2019-20
4538,Matthew Dellavedova,5224,29,190.5,90.7184,57,3.1,1.3,3.2,-1.2,2019-20
4492,Mario Hezonja,5286,25,203.2,99.79024,53,4.8,3.5,0.9,-9.5,2019-20
4531,Matt Mooney,5224,23,187.96,90.264808,4,0.5,0.8,0.3,17.5,2019-20
4528,Matisse Thybulle,5279,23,195.58,91.171992,65,4.7,1.6,1.2,2.4,2019-20
4535,Matt Thomas,5295,25,193.04,86.18248,41,4.9,1.5,0.5,4.2,2019-20
4518,Marvin Williams,5260,34,203.2,107.501304,58,5.9,3.2,1,-2.8,2019-20
4515,Marvin Bagley III,5289,21,210.82,106.59412,13,14.2,7.5,0.8,-12.6,2019-20
4512,Marquese Chriss,5237,22,205.74,108.86208,59,9.3,6.2,1.9,-9.5,2019-20
4508,Marques Bolden,5224,22,208.28,112.944408,1,0,2,0,57.1,2019-20
4502,Marko Guduric,5253,25,198.12,91.171992,44,3.9,1.7,1,-2.6,2019-20
4499,Markieff Morris,5250,30,203.2,111.13004,58,9.7,3.8,1.3,-5.8,2019-20
4525,Mason Plumlee,5230,30,210.82,115.212368,61,7.2,5.2,2.5,-1,2019-20
4162,Jordan McLaughlin,5263,24,180.34,83.91452,30,7.6,1.6,4.2,-5.8,2019-20
5178,Yogi Ferrell,5246,28,182.88,80.739376,10,5.6,1.9,2.2,-0.4,2020-21
5201,Zion Williamson,5266,20,200.66,128.820128,61,27,7.2,3.7,2.1,2020-21
5194,Zeke Nnaji,5230,20,205.74,108.86208,42,3.2,1.5,0.2,-10.5,2020-21
5188,Zach LaVine,5220,26,195.58,90.7184,58,27.4,5,4.9,-0.8,2020-21
